What is this movie's name? (Use exact spelling),What year was this movie released?,How long is this movie?,What is the plot of this movie? (5 sentences),"Had you watched this movie previously, or was this your first time?",What were the characteristics of the protagonist?,What were the characteristics of the antagonist? ,How invested did you feel in the drama?,How much did the main characters change over the course of the story?,To what extent did the characters feel real and complex?,How invested did you feel in the characters?,How many narrators/perspectives were there? (Integer answer),How fast-paced was this movie overall?,How fast-paced was the beginning of the movie?,How fast-paced was the middle of the movie?,How fast-paced was the end of the movie?,Did the movie feature a substantial turning point in the plot?,Did the movie feature a plot twist?,"Was there a noticeable ""sag"" in plot tension at any of the following points of the movie? (please check timestamps to be as accurate as possible about the % in)",What were the qualities of the beginning? Check all that apply,What were the qualities of the ending? Check all that apply,Which of the following describes the movie's climax? Check all that apply,Was the movie plot-driven or character-driven?,How immersive did the world of the movie feel?,How important was the immersiveness of the world for this movie?,Did the world of the movie feel real?,How engaging was the dialogue?,What characteristics apply to this movie's dialogue?,"By the end of the movie, how emotionally affected were you?","By the end of the movie, how intellectually engaged did you feel?",Check all attributes that apply to this movie:,Which of the following would you characterize as among the film's intended artistic objectives?,"Which of the following objectives did the film succeed at? (Only potentially check boxes for those that were checked above, if any)","What were the movie's (up to three) main themes? (one or two word phrases each, separated by semicolons)",How clear and consistent were the themes of this movie?,"What were the movie's (up to three) main tropes? (e.g. ""enemies to lovers""; also separated by semicolons)","How much did you enjoy the movie's score? (that is, the music/sound)",How important was the movie's score to your emotional experience of the narrative?,How much did you enjoy this movie?,How strong was the acting?,How strong was the directing?,How strong was the cinematography?,What's the most important attribute of this movie that this survey missed?,moviename,year,src,title,genres,stars,violencegore_score,alcohol_score,frightening_score,profanity_score,sexnude_score,runtime,runtime_log,budget,budget_log,opening_weekend_box_office,opening_weekend_box_office_log,gross_usa,gross_usa_log,cumulative_worldwide_gross,cumulative_worldwide_gross_log,metascore,number_of_nominations,number_of_wins,rating,release_type,num_reviews_written,review_rating_mean,imdb_rating_updated,user_id
The Ides Of March,2011,1 hour 41 minutes ,"Stephen Myers is a campaign staff for a Governor named Mike Morris who is now running for president. Duffy, another competitor's campaign manager invites Myers to discuss switching sides. Myers refuses and ends up having a relationship with Molly whose father is the chairman of the Democratic committee. One day Myer ends up picking up Molly's phone and discovers that Morris had slept with Molly, resulting in her getting pregnant. Afterwards the rest of the movie explores the conflict between Meyers and Morris as Morris fires Meyers for alleged “disloyalty”. ",First time,Ambitious,There was no antagonist,7,7,9,8,1,7,7,7,7,Yes,Yes,,Slow build,Satisfying,Betrayal,both,8,9,9,7,Realistic;Stylized,7,8,Suspenseful;Thought-provoking,Escapism / entertainment;Cultural critique / social commentary,Escapism / entertainment;Cultural critique / social commentary,loyalty; hypocrisy,8,good to bad,7,8,8,9,9,9,"
Was there anything in the story that stood out to you in a negative or positive way? I just couldn't get over the fact that Meyers and Morris both had a relationship with a woman and that lowkey started the brewing conflict. It was just frustrating and since it's a political movie I would expect something greater. ",the.ides.of.march,2011,http://www.imdb.com/title/tt1124035/?ref_=adv_li_tt,The Ides of March,"['Drama', 'Thriller']","Paul Giamatti, George Clooney, Philip Seymour Hoffman",2.0,3.0,3.0,4.0,2.0,101.0,4.61512051684126,12500000.0,16.3412392822725,10470143.0,16.164038336333803,40962534.0,17.5281684264289,75993061.0,18.146152604609803,67.0,34.0,9.0,R,Wide,290,6.80803571428571,7.1,29
The Ides Of March,2011,1hr 41mins ,"In the Democratic presidential primary election, Mike Morris and Ted Pullman are competing and both are looking for the endorsement of senator Franklin Thomas.
Stephen Meyers, the junior campaign manager for Mike Morris, the Governor of Pennsylvania, takes a secret meeting with the campaign manager for Ted Pullman, named Tom Duffy, who offers him a position on Pullmans’ campaign. Meyers starts a relationship with an intern, Molly Stearns and learns that she previously had a relationship with Morris and was pregnant with his child, so Meyers fires Molly from the campaign and helps her to secretly get an abortion. News about Meyers meeting with Duffy gets out to a reporter and she threatens to leak this information to the public unless he gives information about Morris’ campaign. Molly overdoses, and Meyers goes to Morris and threatens to go public with her suicide note and information about their affair unless his demands are met. ",First time,Likeable;Ambitious,Unlikeable;Cowardly,6,5,6,6,4,7,6,7,8,Yes,No,20% in;40% in,Slow build,Satisfying,Betrayal;Epiphany,Plot-driven,6,6,7,5,Quippy;Realistic,5,6,Thought-provoking,Escapism / entertainment,Escapism / entertainment,dishonesty,6,politics; secretive ,5,6,7,6,6,6,,the.ides.of.march,2011,http://www.imdb.com/title/tt1124035/?ref_=adv_li_tt,The Ides of March,"['Drama', 'Thriller']","Paul Giamatti, George Clooney, Philip Seymour Hoffman",2.0,3.0,3.0,4.0,2.0,101.0,4.61512051684126,12500000.0,16.3412392822725,10470143.0,16.164038336333803,40962534.0,17.5281684264289,75993061.0,18.146152604609803,67.0,34.0,9.0,R,Wide,290,6.80803571428571,7.1,26
Lake Placid,1999,1 hour 27 minutes,"The film follows a group, consisting of Fish and Game officer Hack Wells, Sheriff Hank Keough, paleontologist Kelly Scott and mythology professor Hector Cyr, as they investigate the reported death of a scuba diver in Black Lake, Main by an apparent prehistoric creature. As the group investigates the lake their personalities and differing opinions over the possible identity of the creature clash with arguments often breaking out. Eventually the group come face to face with the creature when it attacks the group and a bear where they identify it as saltwater crocodile. The group realizes that the old lady who reported her husband as a victim of the creature has been feeding it with cows for years. The group originally wanting to kill the crocodile are convinced by Jack and Kelly to attempt to drug the creature instead and use a cow dangled from a helicopter as bait to lure it out. After a vicious battle, during which a second crocodile is discovered and killed, they successfully capture and sedate the crocodile taking it away to be researched in Portland while unknown to them the old lady feeds a group of baby crocodiles.",First time,Courageous;Caring;Good,Powerful;Violent,5,8,6,7,2,7,7,5,9,No,Yes,34% in,Action-packed,Dark,Violent;Epiphany;Frightening,Plot-driven,4,5,4,4,Quippy,4,3,Funny;Suspenseful;Action-packed,Escapism / entertainment,,Nature,7,Jump scare; Evil old person,3,3,4,5,5,5,,lake.placid,1999,http://www.imdb.com/title/tt0139414/?ref_=adv_li_tt,Lake Placid,"['Action', 'Comedy', 'Horror']","Bridget Fonda, Bill Pullman, Oliver Platt",4.0,2.0,3.0,4.0,3.0,82.0,4.40671924726425,35000000.0,17.3708586480251,10974145.0,16.2110527006861,31770414.0,17.2740460687981,56870414.0,17.8562858166012,34.0,0.0,0.0,R,Wide,361,6.25757575757576,5.8,13
Lake Placid,1999,1h27m,"A town in Maine is haunted by a mysterious sea creature that resides in the lake and violently eats its victims. A group of individuals, including Jack Wells, Sheriff Hank, Kelly and Hector, work together to stop the creature (that ends up being a crocodile).",First time,Likeable;Plucky;Ambitious;Caring;Smart,Powerful;Mysterious,8,7,6,7,One - omniscient 3rd POV,7,7,6,7,No,Yes,40% in;60% in;90% in,Strong hook;Action-packed,Satisfying,Violent;Frightening,Plot-driven,8,8,6,8,Quippy;Realistic,5,3,Funny;Scary;Suspenseful;Cliché;Action-packed,Escapism / entertainment;Exploring a strange new world,Escapism / entertainment,Team work; bravery,7,A clumsy New Yorker who does not go well in a rural area; an officer who lacks social skills; a rich man who likes to very dangerous risks and engages in sexual behavior with any girl,7,9,7,7,8,7,,lake.placid,1999,http://www.imdb.com/title/tt0139414/?ref_=adv_li_tt,Lake Placid,"['Action', 'Comedy', 'Horror']","Bridget Fonda, Bill Pullman, Oliver Platt",4.0,2.0,3.0,4.0,3.0,82.0,4.40671924726425,35000000.0,17.3708586480251,10974145.0,16.2110527006861,31770414.0,17.2740460687981,56870414.0,17.8562858166012,34.0,0.0,0.0,R,Wide,361,6.25757575757576,5.8,21
Lake Placid,1999,82 minutes,"This film follows the main antagonist- a massive, person eating crocodile- with the introductory scene showing a scuba diver being killed and discovered the next morning by a local resident. The group of people tasked with investigating the incident are our protagonists, whose main goal is to capture the monstrous crocodile. The group learns more about the animal, including that a neighbor has been feeding it cows, it is highly intelligent, and has killed multiple people and large animals. Their attempts to capture the animal are all sabotaged by the neighbor, who is insistent upon protecting it. The film ends with the team losing a member but capturing the monster- only for the end scene to reveal that their captive was not the only giant crocodile in the lake. ",First time,Likeable;Courageous;Funny,Powerful;Violent;Evil;Smart,8,3,3,8,1,5,5,6,6,No,No,60% in;70% in,Strong hook;Action-packed,Happy;Dark,Violent;Death;Frightening,Plot-driven,2,2,2,8,Quippy;Realistic,2,3,Funny;Scary;Suspenseful;Cliché;Action-packed,Escapism / entertainment,Escapism / entertainment,monster ; humans vs nature,5,"""Humans versus nature"" ; ""Kaiju""",3,3,8,6,7,5,This movie serves its exact purpose- part of what makes is good is that it is not incredibly complex or engaging! Lack of these things as recorded in the survey is not necessarily negative.,lake.placid,1999,http://www.imdb.com/title/tt0139414/?ref_=adv_li_tt,Lake Placid,"['Action', 'Comedy', 'Horror']","Bridget Fonda, Bill Pullman, Oliver Platt",4.0,2.0,3.0,4.0,3.0,82.0,4.40671924726425,35000000.0,17.3708586480251,10974145.0,16.2110527006861,31770414.0,17.2740460687981,56870414.0,17.8562858166012,34.0,0.0,0.0,R,Wide,361,6.25757575757576,5.8,4
Lake Placid,1999,1 hour 27 minutes,"The story follows a group of people including; Kelly Scott, a paleontologist from a history museum, Fish & Games officer Jake Wells, Hector Cry, a crocodile fanatic and Mythology professor, Sheriff Hank Keough investigating a mysterious death in a remote lake in Maine. In the beginning of their investigation they canoe and Hank and Kelly's canoe flips over,  they discover a severed toe and Moose head on land. They soon discover that a giant Asian Pacific crocodile is living in the lake and is responsible for the death. While on the Lake, waiting for Jake and Hector underwater, Kelly falls in because of the crocodile pulling on the anchor. Sheriff Hank and his deputy help pull them into the water, however, the deputy's head gets bitten off. They also began to think about how the crocodile got to Maine. As they try to capture and kill the crocodile, they face several obstacles, including a stubborn local sheriff and conflicting agendas among the team members. Throughout the movie, they begin to find out interesting details of why the crocodile resides in Lake Placid which oddly relates to widowed Mrs. Dolores Bickerman, an elderly woman (She's been feeding the crocodile for 6 years). The plot centers around the characters' attempts to survive and defeat the deadly creature, while also dealing with their own personal issues and conflicts.",First time,Likeable;Courageous;Ambitious;Caring;Good;There is a group of people I would consider as the protoganists of this movie. The people begin to investigate a murder in a lake from a mysterious creature.,"Powerful;Violent;Lone;Evil;Smart;The antagonist is the crocidile-like creature as it eagerly awaits its victims to come into the water. To the character's surprise, the crocodile attacks. ",8,9,6,7,There is one narrative/perspective which follows a group of people..,7,5,8,8,There are multiple substantial turning points in this movie. This includes: (1),Yes,"I dont think there is any noticeable ""sag"" in plot tension. I believe the movie was well-tensed and consistent in plot twists and substantial twists. ",Strong hook;Action-packed,Sad;Satisfying,"Violent;Survival, tense and frigtening aspects, but not particularly significant. Action and suspense",Plot-driven,8,7,4,9,Has aspects of humor and self-awareness. The movie's dialogue focuses on delivering entertainment and fun with elements of horror and some violence.  ,6,5,Funny;Suspenseful;Thought-provoking;Cliché;Action-packed,Escapism / entertainment,Escapism / entertainment,Man vs. Nature(animal); Ignorance/underestimation of creature; Importance of Teamwork ,10,Mysterious Creature/Monster; the Unknown; ,4,4,7,6,7,6,I think an other section would be nice to include in the movie's score for this movie because I don't think Lake Placid's movie score is relevant or makes an impact to the plot of the movie.,lake.placid,1999,http://www.imdb.com/title/tt0139414/?ref_=adv_li_tt,Lake Placid,"['Action', 'Comedy', 'Horror']","Bridget Fonda, Bill Pullman, Oliver Platt",4.0,2.0,3.0,4.0,3.0,82.0,4.40671924726425,35000000.0,17.3708586480251,10974145.0,16.2110527006861,31770414.0,17.2740460687981,56870414.0,17.8562858166012,34.0,0.0,0.0,R,Wide,361,6.25757575757576,5.8,10
Lake Placid ,1999,1hr 22mins,"Officer Wilson is attacked and bitten by an unknown creature and then the sheriff's deputy, Burke is also attacked. Jack, Kelly and Hank discover the bodies and find a elderly hermit living near the lake who has been feeding the reptile for years after her husbands’ Bernie's death. She is placed under house arrest for initially lying to the police. The group attempts to bait the crocodiles and ends up battling them. They end up shooting the crocodile with the tranquilizer, who is taken away by the Florida Fish and Game officers. ",First time,Likeable;Ambitious,Unlikeable;Powerful;Violent,5,6,5,5,3,5,5,5,5,No,No,30% in;50% in;80% in,Slow build,Satisfying,Violent,Plot-driven,5,5,5,5,Realistic,5,5,Suspenseful,Escapism / entertainment,Escapism / entertainment,mystery,5,survival,6,5,7,6,5,6,,lake.placid,1999,http://www.imdb.com/title/tt0139414/?ref_=adv_li_tt,Lake Placid,"['Action', 'Comedy', 'Horror']","Bridget Fonda, Bill Pullman, Oliver Platt",4.0,2.0,3.0,4.0,3.0,82.0,4.40671924726425,35000000.0,17.3708586480251,10974145.0,16.2110527006861,31770414.0,17.2740460687981,56870414.0,17.8562858166012,34.0,0.0,0.0,R,Wide,361,6.25757575757576,5.8,25
Blended,2014,1 hour 57 minutes,The film follows the blossoming relationship of Jim and Lauren which begins with a terrible and funny blind-date leading to both disliking the other. Jim as a widow with three daughters struggles to fulfill the role left by his wife’s death and Lauren struggles to make up for the faults of her ex-husband as a father for her two sons. Coincidentally Jim and Lauren both end up taking their friend’s planned romantic vacation to Africa which is intended for blended families. As the two families' quirks and personalities clash hilarity ensues and slowly but surely bonds begin forming including sparks of a romance between Jim and Lauren. The vacation culminates with disappointment as Jim remains uncertain about moving on from his wife but after overcoming brief subterfuge by Lauren’s ex-husband the two decide to come together as one for the benefit of their child and themselves.,Previously watched,Likeable;Caring;Romantic;Funny,There was no antagonist,5,7,4,4,2,4,4,6,3,No,No,60% in;80% in;90% in;37% in,Funny,Happy,Funny;Heartwarming,Character-driven,5,4,7,6,Quippy;Occasionally broke the fourth wall,5,3,Funny;Cliché;Romantic,Escapism / entertainment,,Family; Grief,8,Meet ugly; Enemies to lovers; Running gag,4,4,3,6,5,5,,blended,2014,http://www.imdb.com/title/tt1086772/?ref_=adv_li_tt,Blended,"['Comedy', 'Romance']","Adam Sandler, Drew Barrymore, Wendi McLendon-Covey",1.0,1.0,1.0,2.0,2.0,117.0,4.76217393479776,40000000.0,17.5043900370782,18185000.0,16.7161076913936,46294610.0,17.6505361191937,127994610.0,18.667498719435105,31.0,10.0,1.0,PG-13,Wide,194,6.7182320441989,6.5,13
Blended,2014,"1 hour, 57 minutes","Divorced mom Lauren, who has two rowdy and hyperactive sons, and widower Jim, who had three tomboy daughters, find themselves to be nemeses after a terrible date at Hooters. When it turns out that Lauren’s best friend’s recently cancelled vacation is up for grabs, Lauren and Jim both fight for the spot and end up with their families together in South Africa on what was meant to be a romantic family-moon vacation. Them and their children are forced to spend time together throughout a series of wild Africa adventures, during which Lauren finds herself bonding with Jim’s daughters and helping them grow out of their shells and Jim teaches Lauren’s sons how to be confident and manly. At the end of the trip, Jim takes Lauren on a romantic redo date, but ends up chickening out and upsetting her. In the end, the two are brought back together when Jim shows up at Lauren’s son’s baseball game to cheer him on, where she sees how great of a dad he is and how he has all the traits her ex-husband lacks, and the two end up happily together. ",Previously watched,Likeable;Caring;Romantic;Funny;Good,There was no antagonist,5,6,7,6,2,5,4,7,5,Yes,No,10% in,Funny,Happy;Satisfying,Romantic,Plot-driven,8,7,7,8,Quippy;Realistic,6,2,Funny;Cliché;Romantic,Escapism / entertainment,Escapism / entertainment,Family; parenting; finding love,7,Enemies to lovers; struggling parent(s),7,4,7,5,6,6,,blended,2014,http://www.imdb.com/title/tt1086772/?ref_=adv_li_tt,Blended,"['Comedy', 'Romance']","Adam Sandler, Drew Barrymore, Wendi McLendon-Covey",1.0,1.0,1.0,2.0,2.0,117.0,4.76217393479776,40000000.0,17.5043900370782,18185000.0,16.7161076913936,46294610.0,17.6505361191937,127994610.0,18.667498719435105,31.0,10.0,1.0,PG-13,Wide,194,6.7182320441989,6.5,31
Blended,2014,1h57m,"Jim, a widower and a father of three, and Lauren, a single mother of two who recently went through a divorce, first met through a blind-date at Hooters. Despite initially not being attracted to each other, a trip to Africa connects them through their shared experiences as single parents. ",First time,Likeable;Caring;Romantic;Funny;Protective,There was no antagonist,8,8,7,8,Two perspectives - one from Jim and one from Lauren,6,7,5,6,No,No,40% in,Strong hook;Funny,Happy;Satisfying,Romantic;Funny;Heartwarming,Character-driven,8,8,7,8,Quippy;Realistic,9,4,Funny;Cliché;Romantic,Escapism / entertainment,Escapism / entertainment,Family; parental responsibility; accepting one's vulnerabilities,8,Enemies to lovers; an overprotective mom,7,6,9,9,10,10,,blended,2014,http://www.imdb.com/title/tt1086772/?ref_=adv_li_tt,Blended,"['Comedy', 'Romance']","Adam Sandler, Drew Barrymore, Wendi McLendon-Covey",1.0,1.0,1.0,2.0,2.0,117.0,4.76217393479776,40000000.0,17.5043900370782,18185000.0,16.7161076913936,46294610.0,17.6505361191937,127994610.0,18.667498719435105,31.0,10.0,1.0,PG-13,Wide,194,6.7182320441989,6.5,21
Blended,2014,1 hour 57 minutes,"The story follows Jim and Lauren, two single parents who go on a disastrous blind date at Hooters and promise to never see each other again. Jim Friedman is a widower father with three ""tom-boy"" daughters, Hilary (Larry), Espen (ESPN), and Lou and thinks they are not interested in feminine things. While, Lauren Reynolds has 2 sons, Brandon and Tyler, who are eagerly looking for fun with their dad and despise Jim. However, they both end up booking the same family vacation in Africa at the same resort and are forced to share a suite with all of their children, which is called the ""Blended Familymoon."" Along the way, they meet another family, Eddy, Ginger, and Eddy's son, Jake, who ""Larry"" is smitten with. As they navigate the challenges of the vacation, including misadventures on safaris, encounters with locals, and riding on ostriches, they start to develop feelings for each other. They also begin to get closer to each other and their children, as Jim bonds with Lauren's boys and go through adventures, Lauren gets closer to Jim's girls and helps them learn about their femininity. The story really focuses on Jim and Lauren's journey towards finding love and acceptance, both for themselves and for their families.

",Previously watched,Likeable;Plucky;Caring;Romantic;Funny;Good,There was no antagonist,9,9,10,10,There are two main narrators/perspectives.,7,6,7,9,Yes,Yes,"60% in;70% in;After the initial setup and introduction of the main characters, the tension begins to build as Jim and Lauren are forced to spend time together at the resort and navigate their conflicting feelings for each other. This tension is further heightened as Jim begins to doubt their relationship and feels as though he may portray his wife..",Slow build,Happy;Satisfying,Heartbreaking;Romantic;Funny,Character-driven,8,8,8,9,Quippy;Stylized,9,7,Funny;Cliché;Romantic,Escapism / entertainment;Spreading awareness,Escapism / entertainment;Spreading awareness,Family; Love; Second Chances,10,Single parents; tomboyish girls; young woman older man couple ,8,8,10,9,9,9,,blended,2014,http://www.imdb.com/title/tt1086772/?ref_=adv_li_tt,Blended,"['Comedy', 'Romance']","Adam Sandler, Drew Barrymore, Wendi McLendon-Covey",1.0,1.0,1.0,2.0,2.0,117.0,4.76217393479776,40000000.0,17.5043900370782,18185000.0,16.7161076913936,46294610.0,17.6505361191937,127994610.0,18.667498719435105,31.0,10.0,1.0,PG-13,Wide,194,6.7182320441989,6.5,10
Blended,2014,"1 hour, 57 minutes ; 117 minutes","The film opens with Jim, a single father of three, going on a failure of blind date with a woman named Jen with two sons. Despite agreeing to not see each other again, both people book the same trip to south africa and are assigned the same room, with the hotel assuming they are on their honeymoon. They two grow closer throughout their time on vacation, with the two helping the other's children through various struggles. The film climaxes when Jim's ex appears and asks for him back, causing Jen to jealousy leave the resort. Jim realized his true feelings for Jen and races to get her back, with the movie ending on a scene where Jim proposes to Jen in front of their kids.",Previously watched,Likeable;Romantic;Funny,There was no antagonist,7,6,5,7,2,8,4,4,7,No,No,40% in;50% in,Slow build;Funny,Happy;Satisfying,Epiphany;Heartbreaking;Romantic,Character-driven,7,6,3,8,Quippy;Realistic,5,5,Funny;Cliché;Romantic,Escapism / entertainment,Escapism / entertainment,"""second chances"" ; ""family"" ; ""unity""",9,"""fish out of water"" ; ""opposites attract"" ",5,5,8,7,7,6,This film is unique in its romantic subjects being divorced parents with children,blended,2014,http://www.imdb.com/title/tt1086772/?ref_=adv_li_tt,Blended,"['Comedy', 'Romance']","Adam Sandler, Drew Barrymore, Wendi McLendon-Covey",1.0,1.0,1.0,2.0,2.0,117.0,4.76217393479776,40000000.0,17.5043900370782,18185000.0,16.7161076913936,46294610.0,17.6505361191937,127994610.0,18.667498719435105,31.0,10.0,1.0,PG-13,Wide,194,6.7182320441989,6.5,4
Blended,2014,1 hour 57 minutes,"
After getting divorced Lauren goes to Hooters and meets Jim, which was a disaster. They later bump into each other and their credit cards are swapped, so Jim goes to her house to switch it back. Dick, Jim's boss, cancels his trip with his wife to Africa, so Lauren and Jim separately convince them to transfer the trip under their name. They both end up on the same trip with their kids and argue a lot at first. As the trip continues their perception of each other changes, leading to romance.  ",Previously watched,Likeable;Funny;Good,There was no antagonist,8,8,7,7,2,7,7,7,8,Yes,No,,Funny,Happy,Romantic,both ,8,8,8,8,funny,6,5,Funny,Escapism / entertainment,Escapism / entertainment,family; accepting others differences ,10,enemies to lovers ,7,8,8,8,8,8,If there is no antagonist then what was the conflict?,blended,2014,http://www.imdb.com/title/tt1086772/?ref_=adv_li_tt,Blended,"['Comedy', 'Romance']","Adam Sandler, Drew Barrymore, Wendi McLendon-Covey",1.0,1.0,1.0,2.0,2.0,117.0,4.76217393479776,40000000.0,17.5043900370782,18185000.0,16.7161076913936,46294610.0,17.6505361191937,127994610.0,18.667498719435105,31.0,10.0,1.0,PG-13,Wide,194,6.7182320441989,6.5,29
Blended,2014,1hr 57mins ,"Lauren and Jim go on a terrible blind date and then run into each other at the store and their credit cards end up getting switched. Lauren and Jim both end up on vacation together in a romantic suite, Lauren using her friend's vacation package and Jim using his bosses package. The families meet each other and are put together for various activities for a blended familymoon, and they each bond with each other's kids. On the last night of their vacation, Jim and Lauren have a romantic dinner, which Lauren learns was planned by Jim for her, not just set up by Dick and Jen. When they return from vacation, they both admit that they want to be together. ",Previously watched,Likeable;Courageous;Caring,Romantic;Funny;Good,7,5,6,6,2,7,5,6,7,No,No,20% in;40% in,Slow build,Happy;Satisfying,Romantic;Funny,Plot-driven,7,4,5,6,Realistic,7,5,Suspenseful;Cliché,Escapism / entertainment,Escapism / entertainment,romance ,5,enemies to lovers ,4,6,6,5,6,6,,blended,2014,http://www.imdb.com/title/tt1086772/?ref_=adv_li_tt,Blended,"['Comedy', 'Romance']","Adam Sandler, Drew Barrymore, Wendi McLendon-Covey",1.0,1.0,1.0,2.0,2.0,117.0,4.76217393479776,40000000.0,17.5043900370782,18185000.0,16.7161076913936,46294610.0,17.6505361191937,127994610.0,18.667498719435105,31.0,10.0,1.0,PG-13,Wide,194,6.7182320441989,6.5,26
Battleship,2012,"2 hours, 11 minutes","While navyman Alex Hopper is trying to prove his leadership ability to his men, NASA sends a powerful signal across space to “Planet G”, thought to be the first discovered planet that also inhabits intelligent life. Aboard the John Paul Jones, and in a happy relationship with his Admiral’s daughter, Alex gets into the fight of his life when aliens crash down onto Earth in five massive robotic ships. Alex’s brother, captaining another ship, dies in a heroic fight against the aliens, and Alex is left in charge of his boat with little to no forces to combat the aliens. Meanwhile, his girlfriend Sam and disabled war veteran Mick are hiking in the mountains and encounter a fleet of the powerful aliens, and the two meet eccentric scientist Zapata who helped invent the satellite dishes used to contac the aliens. Sam and Mick attempt to fight off the aliens on the mountains, while Alex makes a Hail Mary attempt to combat the aliens with a variety of tactical moves, and in the end, Alex heroically defeats the alien ship and manages to destroy the satellite dish, and is awarded boht a Navy silver star and permission from the Admiral to marry his daughter.",First time,Courageous;Plucky;Good;Smart,"Powerful;Smart;Foreign, alien, strategical",6,4,5,4,3,8,4,8,9,Yes,No,,Strong hook;Funny,Happy;Satisfying,Violent;Epiphany,Plot-driven,6,8,4,4,Realistic,3,3,Suspenseful;Cliché;Action-packed,Escapism / entertainment,Escapism / entertainment,Heroism; bravery; aliens,8,Aliens from another planet; fearful leader,4,8,3,4,4,3,,battleship,2012,http://www.imdb.com/title/tt1440129/?ref_=adv_li_tt,Battleship,"['Action', 'Adventure', 'Sci-Fi']","Alexander SkarsgÃ¥rd, Brooklyn Decker, Liam Neeson",,,,,,131.0,4.87519732320115,209000000.0,19.1578448147138,25534825.0,17.055553803864,65422625.0,17.996378719898697,303025485.0,19.5293274721476,41.0,15.0,4.0,PG-13,Wide,765,5.42779291553134,5.8,31
Battleship,2012,2 hours 11 minutes,"The film follows the emotional and arrogant Navy lieutenant Alex Hopper starting with his introduction to his future girlfriend, daughter of the Navy admiral under whom he and his brother serve, involving him being arrested showcasing his childish and immature nature. After sending out a signal to a recently discovered habitable planet six years later a ship is sent to earth which crashes off the coast of Hawaii during a Navy exercise which Alex and his brother are participating in. The ship creates a communication shield inside which Alex is forced to take control of the ships as all aboard the command ship, including his brother, are killed by the aliens. At the same time Alex’s girlfriend Sam is hiking near the headquarters of the Nasa scientist who communicated with the aliens during which time Alex and his crew capture an alien and discover they intend to call for reinforcements and destroy Earth. After all of the modern ships are destroyed by the aliens Alex succeeds in leading the soldiers to victory using an old retired battleship in support of the Australian Air Force finally proving himself to the admiral and proposing to his girlfriend. ",Previously watched,Courageous;Incompetent,Powerful;Violent,5,5,4,4,3,7,5,7,6,Yes,No,16% in; 75%in,Funny,Happy,Violent,Plot-driven,3,7,5,5,,4,3,Action-packed,Escapism / entertainment,,Responsibility,4,Love at first sight; Chekhov's gun,6,6,3,5,6,4,,battleship,2012,http://www.imdb.com/title/tt1440129/?ref_=adv_li_tt,Battleship,"['Action', 'Adventure', 'Sci-Fi']","Alexander SkarsgÃ¥rd, Brooklyn Decker, Liam Neeson",,,,,,131.0,4.87519732320115,209000000.0,19.1578448147138,25534825.0,17.055553803864,65422625.0,17.996378719898697,303025485.0,19.5293274721476,41.0,15.0,4.0,PG-13,Wide,765,5.42779291553134,5.8,13
Battleship,2012,2h11m,"After an attempt to communicate with planets outside of earth, unknown creatures from space invade earth and begin to attack anything they believe are dangerous to them. Alex Hopper, together with the help of other navy soldiers, attempt to stop the creatures from attacking the earth.",First time,"Courageous;Plucky;Ambitious;Caring;Funny;Smart;Impulsive, stubborn, rebellious","Violent;Evil;Robotic, mysterious",9,8,5,8,One - omniscient third POV,7,7,5,8,No,No,10% in;20% in,Strong hook;Funny;Action-packed,Happy,"Violent;Frightening;Strategic, suspenseful, action-packed",Plot-driven,9,9,4,7,Quippy,4,3,Funny;Suspenseful;Cliché;Action-packed,Escapism / entertainment,Escapism / entertainment,Cooperation; extraterrestrial creatures; leadership,8,The hero's journey; dad who dislikes his daughter's boyfriend,7,8,8,7,8,9,,battleship,2012,http://www.imdb.com/title/tt1440129/?ref_=adv_li_tt,Battleship,"['Action', 'Adventure', 'Sci-Fi']","Alexander SkarsgÃ¥rd, Brooklyn Decker, Liam Neeson",,,,,,131.0,4.87519732320115,209000000.0,19.1578448147138,25534825.0,17.055553803864,65422625.0,17.996378719898697,303025485.0,19.5293274721476,41.0,15.0,4.0,PG-13,Wide,765,5.42779291553134,5.8,21
